market,avg_funding_rate_pct,avg_oracle_price,avg_open_interest,hour
BTC-PERP,0.01210913017350499339,20264.891510446261,72.3407408695652174,2022-08-27 00:00:00
BTC-PERP,0.01362682137122408566,20327.797178335804,71.2924330357142857,2022-08-26 23:00:00
BTC-PERP,0.00602730154012216040,20638.906996099741,67.4057784482758621,2022-08-26 22:00:00
BTC-PERP,0.00479020129935792172,20637.048722281379,67.9908551724137931,2022-08-26 21:00:00
BTC-PERP,0.00595990660159934875,20699.372663162957,67.5369104347826087,2022-08-26 20:00:00
BTC-PERP,0.00722302632755502535,20671.884507130439,67.5003684210526316,2022-08-26 19:00:00
BTC-PERP,0.00582947433761665722,20635.065149992655,67.1112000000000000,2022-08-26 18:00:00
BTC-PERP,0.01292006473078560275,20711.278816966435,61.9810060869565218,2022-08-26 17:00:00
BTC-PERP,0.00175278470273022423,20696.178141496667,61.5831315315315316,2022-08-26 16:00:00
BTC-PERP,0.00153176467739061248,20818.566674653125,59.4703258928571429,2022-08-26 15:00:00
BTC-PERP,0.00316016717968652777,21428.446847005804,55.4398910714285715,2022-08-26 14:00:00
BTC-PERP,0.00174439697625748817,21746.169546005690,56.3211681034482759,2022-08-26 13:00:00
BTC-PERP,0.00182645015552761323,21369.127979876552,56.1883000000000000,2022-08-26 12:00:00
BTC-PERP,0.00133401419612087574,21210.186166779145,56.4773264957264958,2022-08-26 11:00:00
BTC-PERP,0.00215321768132378826,21411.950843609138,56.4168793103448276,2022-08-26 10:00:00
BTC-PERP,0.00102596816322724106,21431.009915680000,56.4265555555555556,2022-08-26 09:00:00
BTC-PERP,0.00120183960928805546,21434.380646752931,56.4452500000000000,2022-08-26 08:00:00
BTC-PERP,0.00101470506877567127,21405.199912662308,56.4835649572649573,2022-08-26 07:00:00
BTC-PERP,0.00109765280354011369,21429.004808249828,56.3880870689655173,2022-08-26 06:00:00
BTC-PERP,0.00202062865272435277,21446.296584878534,56.2966818965517242,2022-08-26 05:00:00
BTC-PERP,0.00226423029061756077,21542.294396682735,56.2675000000000000,2022-08-26 04:00:00
BTC-PERP,0.00313122683166705093,21575.014276327069,56.2673275862068966,2022-08-26 03:00:00
BTC-PERP,0.00273473399953812533,21582.355439193846,56.2870846153846154,2022-08-26 02:00:00
BTC-PERP,0.00089351738646178204,21521.028327938966,56.6602370689655173,2022-08-26 01:00:00
BTC-PERP,0.00169017363949833221,21509.490230447931,58.0360405172413793,2022-08-26 00:00:00
BTC-PERP,0.00162892831131679927,21579.622421197265,58.4879273504273505,2022-08-25 23:00:00
BTC-PERP,0.00243175947055271201,21588.169110250431,58.5512612068965517,2022-08-25 22:00:00
BTC-PERP,0.00078932293869706634,21620.500732102222,56.5819153846153846,2022-08-25 21:00:00
BTC-PERP,0.00178827299068351701,21604.686734737759,56.6808948275862069,2022-08-25 20:00:00
BTC-PERP,0.00142778036791153965,21587.329537749060,55.9696000000000000,2022-08-25 19:00:00
BTC-PERP,0.00282128614263439671,21545.400861924224,55.9723620689655173,2022-08-25 18:00:00
BTC-PERP,0.00046964670254814601,21525.087667071724,56.0720267241379311,2022-08-25 17:00:00
BTC-PERP,0.00125905857215762539,21517.263246036923,55.9813888888888889,2022-08-25 16:00:00
BTC-PERP,0.00101934068316606329,21584.904043382069,56.7394431034482759,2022-08-25 15:00:00
BTC-PERP,0.00159282654220001644,21706.322213143017,57.2440155172413793,2022-08-25 14:00:00
BTC-PERP,0.00166560352949867653,21630.884397131453,57.6919307692307693,2022-08-25 13:00:00
BTC-PERP,0.00143620555400120223,21684.702025479655,57.7586094827586207,2022-08-25 12:00:00
BTC-PERP,0.00128676141543838850,21687.789123737692,57.7963829059829060,2022-08-25 11:00:00
BTC-PERP,0.00103405270214914887,21686.268231863793,57.7915206896551724,2022-08-25 10:00:00
