market,avg_funding_rate_pct,avg_oracle_price,avg_open_interest,hour
AVAX-PERP,-0.00297202214713392583,20.6917575814346175,4575.1400000000000000,2022-08-27 00:00:00
AVAX-PERP,-0.00043404445129101414,20.6800241071203570,4844.1001785714285700,2022-08-26 23:00:00
AVAX-PERP,-0.00665257298815697380,21.1739261621065056,4740.7256896551724200,2022-08-26 22:00:00
AVAX-PERP,-0.00157012110960258785,21.4693688514653421,4216.2300000000000000,2022-08-26 21:00:00
AVAX-PERP,-0.00060660272191920320,21.5806713698585237,4216.2300000000000000,2022-08-26 20:00:00
AVAX-PERP,0.00961152015149403635,21.5144044133660478,4216.2300000000000000,2022-08-26 19:00:00
AVAX-PERP,0.01075025162447786300,21.4937763759787989,4216.2300000000000000,2022-08-26 18:00:00
AVAX-PERP,0.03379628018855537100,21.7314526494400533,4216.2300000000000000,2022-08-26 17:00:00
AVAX-PERP,0.01629996787538936000,21.6156169056304812,4268.8822522522522500,2022-08-26 16:00:00
AVAX-PERP,0.03866096098607898100,21.8220809362665764,4295.2978571428571500,2022-08-26 15:00:00
AVAX-PERP,-0.00154199024996105349,22.6202067070534188,4295.0300000000000000,2022-08-26 14:00:00
AVAX-PERP,0.00563013342818344961,22.9951377634049832,4295.0300000000000000,2022-08-26 13:00:00
AVAX-PERP,-0.00269676159522176078,22.4748159451506752,4295.0300000000000000,2022-08-26 12:00:00
AVAX-PERP,0.00532701592383722274,22.2124719184987526,4295.0300000000000000,2022-08-26 11:00:00
AVAX-PERP,0.01113111564716306000,22.5244132315623192,4295.0300000000000000,2022-08-26 10:00:00
AVAX-PERP,0.00495759702635011372,22.5539961712498285,4295.7308547008547000,2022-08-26 09:00:00
AVAX-PERP,0.00448795477312140566,22.5211336181140716,4296.0300000000000000,2022-08-26 08:00:00
AVAX-PERP,-0.00197606842502525954,22.5045893511109285,4296.0300000000000000,2022-08-26 07:00:00
AVAX-PERP,0.00768640481889422996,22.6367020004901312,4296.0300000000000000,2022-08-26 06:00:00
AVAX-PERP,0.01505607940257720100,22.6873912841592769,4296.0300000000000000,2022-08-26 05:00:00
AVAX-PERP,0.00583210925365976123,22.9945657189421443,4296.0300000000000000,2022-08-26 04:00:00
AVAX-PERP,0.00936760688772992650,23.0304473872142609,4296.0300000000000000,2022-08-26 03:00:00
AVAX-PERP,0.00799695254991067267,23.0143008004325105,4296.0300000000000000,2022-08-26 02:00:00
AVAX-PERP,0.00027533454371785200,22.9449342923489734,4296.0300000000000000,2022-08-26 01:00:00
AVAX-PERP,-0.00928579902467097233,22.8959268385827889,4296.0300000000000000,2022-08-26 00:00:00
AVAX-PERP,0.01480074536737662400,23.0010365089207916,4296.0300000000000000,2022-08-25 23:00:00
AVAX-PERP,0.01651448048836363900,23.0782700637120915,4296.0300000000000000,2022-08-25 22:00:00
AVAX-PERP,0.00974676427010637036,23.0870891586643675,4296.0300000000000000,2022-08-25 21:00:00
AVAX-PERP,0.01222071323726244400,23.0627902556140553,4296.0300000000000000,2022-08-25 20:00:00
AVAX-PERP,-0.00466529218992162386,22.9769973176279980,4296.0300000000000000,2022-08-25 19:00:00
AVAX-PERP,0.00609066540948588346,22.9089626081410170,4296.0300000000000000,2022-08-25 18:00:00
AVAX-PERP,0.00032516600897624359,22.9375868481841064,4296.0300000000000000,2022-08-25 17:00:00
AVAX-PERP,0.00178951248435751875,22.8453315992359210,4296.0300000000000000,2022-08-25 16:00:00
AVAX-PERP,-0.00041761476811768453,22.9484246447896817,4296.0300000000000000,2022-08-25 15:00:00
AVAX-PERP,0.00131982989853783922,23.2851969097735258,4296.0300000000000000,2022-08-25 14:00:00
AVAX-PERP,0.00360437625199037565,23.1509224845938233,4296.0300000000000000,2022-08-25 13:00:00
AVAX-PERP,0.00235513024260257571,23.3157279669718192,4296.0300000000000000,2022-08-25 12:00:00
AVAX-PERP,0.00224793052860706955,23.3773593796793336,4296.0300000000000000,2022-08-25 11:00:00
AVAX-PERP,0.00091961539296860305,23.4297233119233160,4296.0300000000000000,2022-08-25 10:00:00
AVAX-PERP,0.00176050522152461210,23.4667952161097483,4296.0300000000000000,2022-08-25 09:00:00
AVAX-PERP,0.00096052104296519809,23.5606884782637260,4296.0300000000000000,2022-08-25 08:00:00
AVAX-PERP,0.00350348637175328377,23.5442851402530751,4296.0300000000000000,2022-08-25 07:00:00
AVAX-PERP,0.00334371617843155850,23.4380350912711697,4296.0300000000000000,2022-08-25 06:00:00
AVAX-PERP,0.02989285324485927400,23.2024127886258985,4296.0300000000000000,2022-08-25 05:00:00
AVAX-PERP,0.03657702300677713200,23.1404531587979181,4256.5101709401709400,2022-08-25 04:00:00
AVAX-PERP,0.03935202057101637200,23.1672514330009014,4233.5100000000000000,2022-08-25 03:00:00
AVAX-PERP,0.03962339234682332300,23.1432789484880825,4233.5100000000000000,2022-08-25 02:00:00
AVAX-PERP,0.02570126125290254800,23.2006707043370858,4233.5100000000000000,2022-08-25 01:00:00
AVAX-PERP,0.03504946422405244800,23.1092470386205227,4233.5100000000000000,2022-08-25 00:00:00
AVAX-PERP,0.03838321037311213900,23.0676064768427653,4233.5100000000000000,2022-08-24 23:00:00
AVAX-PERP,0.03422167846279943700,23.1299855650536980,4403.3375862068965500,2022-08-24 22:00:00
AVAX-PERP,0.01257784259530713400,23.3662647419442778,4483.5100000000000000,2022-08-24 21:00:00
AVAX-PERP,0.03185500387664586900,23.4569635562875260,4363.8548275862069000,2022-08-24 20:00:00
AVAX-PERP,0.04021959069767794300,23.4386002934613597,4323.5100000000000000,2022-08-24 19:00:00
AVAX-PERP,0.01541203070925678800,23.2866126511259004,4323.5100000000000000,2022-08-24 18:00:00
